Source,Destination,Size,Arrival Time,Flow ID
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,128,9.607753832817597,11
54.182.229.236,13.33.129.125,49,9.607753832817597,11
146.133.124.38,129.41.175.153,109,12.88501839803703,12
165.225.101.158,99.78.160.236,93,13.81938868842528,13
52.84.54.10,70.132.20.219,63,14.843206222592299,14
13.226.117.78,13.33.119.123,128,18.164040495823834,15
13.226.117.78,13.33.119.123,59,18.164040495823834,15
65.9.43.135,54.192.117.228,128,19.616290014384816,16
65.9.43.135,54.192.117.228,128,19.616290014384816,16
65.9.43.135,54.192.117.228,128,19.616290014384816,16
65.9.43.135,54.192.117.228,128,19.616290014384816,16
65.9.43.135,54.192.117.228,128,19.616290014384816,16
65.9.43.135,54.192.117.228,128,19.616290014384816,16
65.9.43.135,54.192.117.228,128,19.616290014384816,16
65.9.43.135,54.192.117.228,128,19.616290014384816,16
65.9.43.135,54.192.117.228,128,19.616290014384816,16
65.9.43.135,54.192.117.228,128,19.616290014384816,16
65.9.43.135,54.192.117.228,128,19.616290014384816,16
65.9.43.135,54.192.117.228,128,19.616290014384816,16
65.9.43.135,54.192.117.228,128,19.616290014384816,16
65.9.43.135,54.192.117.228,128,19.616290014384816,16
65.9.43.135,54.192.117.228,128,19.616290014384816,16
65.9.43.135,54.192.117.228,59,19.616290014384816,16
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,128,20.407173820395446,17
54.240.187.37,15.177.15.144,74,20.407173820395446,17
67.226.220.87,54.192.98.52,113,22.700099304888454,18
52.85.10.82,13.35.65.192,90,23.61312455642149,19
15.253.42.161,103.136.10.167,128,24.150189533680777,20
15.253.42.161,103.136.10.167,128,24.150189533680777,20
15.253.42.161,103.136.10.167,122,24.150189533680777,20
34.217.140.49,52.95.134.4,61,26.134026699916618,21
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,128,30.79397545545766,22
185.68.59.200,52.94.7.75,13,30.79397545545766,22
206.225.203.206,165.225.101.147,70,32.66675526249191,23
144.220.60.212,99.77.147.220,128,32.880325797471826,24
144.220.60.212,99.77.147.220,26,32.880325797471826,24
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,128,33.02722168429639,25
216.198.17.122,54.182.133.37,125,33.02722168429639,25
71.152.32.4,69.187.71.201,128,34.07371665586203,26
71.152.32.4,69.187.71.201,128,34.07371665586203,26
71.152.32.4,69.187.71.201,128,34.07371665586203,26
71.152.32.4,69.187.71.201,128,34.07371665586203,26
71.152.32.4,69.187.71.201,128,34.07371665586203,26
71.152.32.4,69.187.71.201,128,34.07371665586203,26
71.152.32.4,69.187.71.201,128,34.07371665586203,26
71.152.32.4,69.187.71.201,128,34.07371665586203,26
71.152.32.4,69.187.71.201,128,34.07371665586203,26
71.152.32.4,69.187.71.201,128,34.07371665586203,26
71.152.32.4,69.187.71.201,128,34.07371665586203,26
71.152.32.4,69.187.71.201,17,34.07371665586203,26
130.176.5.9,65.9.149.79,128,34.48909452272783,27
130.176.5.9,65.9.149.79,91,34.48909452272783,27
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,128,34.77712821770757,28
216.238.190.103,13.225.27.8,62,34.77712821770757,28
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,128,35.03848881289761,29
54.240.230.91,104.207.173.120,7,35.03848881289761,29
78.108.125.150,143.204.49.255,128,35.399820636929334,30
78.108.125.150,143.204.49.255,111,35.399820636929334,30
54.181.113.244,88.218.222.192,53,36.13776165539495,31
52.95.214.33,99.83.198.74,113,36.512974810809844,32
13.224.83.240,104.192.141.224,62,36.533280871543695,33
15.177.81.52,142.202.37.22,113,36.92736838806555,34
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,128,37.064612608209,35
99.150.95.182,52.94.206.106,16,37.064612608209,35
54.240.61.174,54.239.144.66,128,39.34706271677664,36
54.240.61.174,54.239.144.66,111,39.34706271677664,36
176.110.104.81,103.246.251.234,128,41.177886962836205,37
176.110.104.81,103.246.251.234,128,41.177886962836205,37
176.110.104.81,103.246.251.234,128,41.177886962836205,37
176.110.104.81,103.246.251.234,128,41.177886962836205,37
176.110.104.81,103.246.251.234,128,41.177886962836205,37
176.110.104.81,103.246.251.234,33,41.177886962836205,37
52.197.23.109,168.149.243.56,128,41.54730091813132,38
52.197.23.109,168.149.243.56,128,41.54730091813132,38
52.197.23.109,168.149.243.56,128,41.54730091813132,38
52.197.23.109,168.149.243.56,59,41.54730091813132,38
146.133.127.120,99.86.10.116,128,43.63182546385195,39
146.133.127.120,99.86.10.116,111,43.63182546385195,39
54.182.201.44,46.51.190.88,128,43.853115077552836,40
54.182.201.44,46.51.190.88,17,43.853115077552836,40
99.77.190.188,54.182.215.18,109,44.5339957068266,41
13.227.118.203,130.176.67.82,128,45.90376122529609,42
13.227.118.203,130.176.67.82,17,45.90376122529609,42
15.177.86.32,13.33.252.253,81,48.89276967710489,43
64.252.98.139,13.249.33.38,128,49.138707465030265,44
64.252.98.139,13.249.33.38,128,49.138707465030265,44
64.252.98.139,13.249.33.38,128,49.138707465030265,44
64.252.98.139,13.249.33.38,128,49.138707465030265,44
64.252.98.139,13.249.33.38,128,49.138707465030265,44
64.252.98.139,13.249.33.38,128,49.138707465030265,44
64.252.98.139,13.249.33.38,128,49.138707465030265,44
64.252.98.139,13.249.33.38,128,49.138707465030265,44
64.252.98.139,13.249.33.38,128,49.138707465030265,44
64.252.98.139,13.249.33.38,128,49.138707465030265,44
64.252.98.139,13.249.33.38,128,49.138707465030265,44
64.252.98.139,13.249.33.38,128,49.138707465030265,44
64.252.98.139,13.249.33.38,128,49.138707465030265,44
64.252.98.139,13.249.33.38,128,49.138707465030265,44
64.252.98.139,13.249.33.38,52,49.138707465030265,44
13.225.203.71,130.176.20.30,67,51.09467437754178,45
54.239.131.135,52.84.252.157,113,52.22141688447592,46
104.207.170.255,13.227.7.212,128,52.327436309384154,47
104.207.170.255,13.227.7.212,17,52.327436309384154,47
103.147.71.225,23.251.246.218,67,55.010763136239866,48
99.86.118.106,130.176.158.162,128,58.34694323973417,49
